0,5.077850806
1,5.11361086
2,5.013413304
3,4.7066951
4,4.976198376
5,4.687136226
6,5.124400784
7,5.091652721
8,4.626762324
9,5.35344503
10,5.031065345
11,4.162632474
12,5.099215149
13,4.314255758
14,5.071030028
15,5.146366446
16,5.286848671
17,5.132360742
18,5.04395336
19,5.636707268
20,4.777943651
21,4.89574049
22,5.169317399
23,4.893662278
24,4.417269492
25,5.076816536
26,4.955695648
27,4.815426492
28,5.126990887
29,5.111338314
30,5.478111414
31,4.925767003
32,5.042099781
33,4.676226811
34,5.079265995
35,4.424209541
36,5.028716159
37,4.933538801
38,4.978475742
39,4.798586263
40,4.695443163
41,4.923005744
42,5.167948946
43,5.139372134
44,4.670964362
45,4.903235874
46,5.202417898
47,5.190025396
48,5.076624563
49,4.501765132
49,7.620810745
50,5.408775063
51,9.249027082
52,3.966756305
53,8.117753176
54,7.88119561
55,6.046796973
56,4.41112679
57,9.098134983
58,9.863904002
59,9.761802314
60,7.097391651
61,3.971288979
62,4.353357349
63,7.430117561
64,9.040893509
65,7.747518755
66,9.144150408
67,7.484194482
68,5.534374743
69,11.56408759
70,8.847246176
71,8.055825536
72,5.90986268
73,11.47067506
74,6.626437363
75,8.558101505
76,10.03325002
77,2.416308418
78,5.889250662
79,7.265120837
80,5.973586022
81,7.253980589
82,7.256455002
83,3.810614928
84,6.538020094
85,8.079135636
86,13.06712025
87,7.553353603
88,6.712603915
89,5.221458727
90,6.000437102
91,7.696862623
92,6.81870698
93,9.896107712
94,4.389514239
95,5.874243192
96,7.455989044
97,7.198366995
98,6.126639674
99,11.76199469
